Peer,vendor,KPI,value
European Vendors,Corporate Planning,Simulation,7.176470588
European Vendors,Cubeware,Simulation,1.882352941
European Vendors,cubus,Simulation,7.390374332
European Vendors,evidanza,Simulation,7.483375959
European Vendors,IDL,Simulation,6.904977376
European Vendors,Jedox,Simulation,5.159663866
European Vendors,LucaNet,Simulation,4.892733564
European Vendors,macs Software,Simulation,8.058823529
European Vendors,SAP Analytics Cloud,Simulation,9.006535948
European Vendors,SAP BPC,Simulation,1
European Vendors,Unit4 FP&A,Simulation,6.840336134
European Vendors,Valsight,Simulation,10
European Vendors,Peer Group Average,Simulation,6.586566702
European Vendors,Board,Driver-based planning,5.989420229
European Vendors,CCH Tagetik,Driver-based planning,8.688848921
European Vendors,Corporate Planning,Driver-based planning,2.585214587
European Vendors,Cubeware,Driver-based planning,1.508735868
European Vendors,cubus,Driver-based planning,4.755395683
European Vendors,evidanza,Driver-based planning,4.006166495
European Vendors,IDL,Driver-based planning,1
European Vendors,Jedox,Driver-based planning,6.71679242
European Vendors,LucaNet,Driver-based planning,3.060170046
European Vendors,macs Software,Driver-based planning,2.942446043
European Vendors,SAP Analytics Cloud,Driver-based planning,7.086330935
European Vendors,SAP BPC,Driver-based planning,4.318345324
European Vendors,Unit4 FP&A,Driver-based planning,3.772032374
European Vendors,Valsight,Driver-based planning,10
European Vendors,Peer Group Average,Driver-based planning,4.74499278
European Vendors,Board,Reporting/analysis,6.925253893
European Vendors,CCH Tagetik,Reporting/analysis,5.129443128
European Vendors,Corporate Planning,Reporting/analysis,7.188711762
European Vendors,Cubeware,Reporting/analysis,9.257819905
European Vendors,cubus,Reporting/analysis,9.913699989
European Vendors,evidanza,Reporting/analysis,9.212839293
European Vendors,IDL,Reporting/analysis,8.848341232
European Vendors,Jedox,Reporting/analysis,8.106683432
European Vendors,LucaNet,Reporting/analysis,6.669704703
European Vendors,macs Software,Reporting/analysis,9.752606635
European Vendors,SAP Analytics Cloud,Reporting/analysis,8.683228864
European Vendors,SAP BPC,Reporting/analysis,1
European Vendors,Unit4 FP&A,Reporting/analysis,8.376481043
European Vendors,Valsight,Reporting/analysis,7.031279621
European Vendors,Peer Group Average,Reporting/analysis,7.578292393
European Vendors,Board,Legal consolidation,3.170418006
European Vendors,CCH Tagetik,Legal consolidation,8.355305466
European Vendors,Corporate Planning,Legal consolidation,6.045269927
European Vendors,IDL,Legal consolidation,9.459065051
European Vendors,Jedox,Legal consolidation,3.15469034
European Vendors,LucaNet,Legal consolidation,8.958199357
European Vendors,SAP BPC,Legal consolidation,3.09807074
European Vendors,Peer Group Average,Legal consolidation,6.03443127
European Vendors,Board,Functionality,5.415240408
European Vendors,CCH Tagetik,Functionality,7.480879496
European Vendors,Corporate Planning,Functionality,6.690353712
European Vendors,Cubeware,Functionality,4.489006145
European Vendors,cubus,Functionality,7.157749131
European Vendors,evidanza,Functionality,6.820788014
European Vendors,IDL,Functionality,7.071916392
European Vendors,Jedox,Functionality,5.844386522
European Vendors,LucaNet,Functionality,6.330266983
European Vendors,macs Software,Functionality,7.939656631
European Vendors,SAP Analytics Cloud,Functionality,7.076325607
European Vendors,SAP BPC,Functionality,2.964084505
European Vendors,Unit4 FP&A,Functionality,6.547321405
European Vendors,Valsight,Functionality,6.954808748
European Vendors,Peer Group Average,Functionality,6.341627407
European Vendors,Board,Self-service,5.877759305
European Vendors,CCH Tagetik,Self-service,5.535063424
European Vendors,Corporate Planning,Self-service,4.344040635
European Vendors,Cubeware,Self-service,3.38121998
European Vendors,cubus,Self-service,10
European Vendors,evidanza,Self-service,5.675904316
European Vendors,IDL,Self-service,3.228147896
European Vendors,Jedox,Self-service,7.867390606
European Vendors,LucaNet,Self-service,2.600484932
European Vendors,macs Software,Self-service,3.286783367
European Vendors,SAP Analytics Cloud,Self-service,7.471742816
European Vendors,SAP BPC,Self-service,1
European Vendors,Unit4 FP&A,Self-service,6.986037591
European Vendors,Valsight,Self-service,6.567786901
European Vendors,Peer Group Average,Self-service,5.273025841
European Vendors,Board,Flexibility,6.755524862
European Vendors,CCH Tagetik,Flexibility,7.924233648
European Vendors,Corporate Planning,Flexibility,7.984814016
European Vendors,Cubeware,Flexibility,6.499688113
European Vendors,cubus,Flexibility,9.885296334
European Vendors,evidanza,Flexibility,6.610691661
European Vendors,IDL,Flexibility,6.766790401
European Vendors,Jedox,Flexibility,8.352012628
European Vendors,LucaNet,Flexibility,5.017743306
European Vendors,macs Software,Flexibility,8.723756906
European Vendors,SAP Analytics Cloud,Flexibility,3.650597042
European Vendors,SAP BPC,Flexibility,1
European Vendors,Unit4 FP&A,Flexibility,9.694123556
European Vendors,Valsight,Flexibility,8.884711671
European Vendors,Peer Group Average,Flexibility,6.982141725
European Vendors,Board,Ease of use,7.734775852
European Vendors,CCH Tagetik,Ease of use,7.449094007
European Vendors,Corporate Planning,Ease of use,8.371560423
European Vendors,Cubeware,Ease of use,5.50376569
European Vendors,cubus,Ease of use,9.687639741
European Vendors,evidanza,Ease of use,5.37111621
European Vendors,IDL,Ease of use,6.935539105
European Vendors,Jedox,Ease of use,7.392451541
European Vendors,LucaNet,Ease of use,7.023011514
European Vendors,macs Software,Ease of use,6.854895397
European Vendors,SAP Analytics Cloud,Ease of use,8.402083952
European Vendors,SAP BPC,Ease of use,1
European Vendors,Unit4 FP&A,Ease of use,7.811416091
European Vendors,Valsight,Ease of use,9.438374178
European Vendors,Peer Group Average,Ease of use,7.06969455
European Vendors,Board,Sales experience,3.328108273
European Vendors,CCH Tagetik,Sales experience,5.501789264
European Vendors,Corporate Planning,Sales experience,3.774444244
European Vendors,Cubeware,Sales experience,3.642519881
European Vendors,cubus,Sales experience,9.131927187
European Vendors,evidanza,Sales experience,5.465841316
European Vendors,IDL,Sales experience,6.158300199
European Vendors,Jedox,Sales experience,5.052683897
European Vendors,LucaNet,Sales experience,6.01325381
European Vendors,macs Software,Sales experience,8.549069221
European Vendors,SAP Analytics Cloud,Sales experience,6.153081511
European Vendors,Unit4 FP&A,Sales experience,5.135798115
European Vendors,Valsight,Sales experience,7.235586481
European Vendors,Peer Group Average,Sales experience,5.780184877
European Vendors,Board,Performance satisfaction,7.190691875
European Vendors,CCH Tagetik,Performance satisfaction,2.45452359
European Vendors,Corporate Planning,Performance satisfaction,4.252000942
European Vendors,Cubeware,Performance satisfaction,4.321611237
European Vendors,cubus,Performance satisfaction,7.606080654
European Vendors,evidanza,Performance satisfaction,9.327778333
European Vendors,IDL,Performance satisfaction,6.563080486
European Vendors,Jedox,Performance satisfaction,3.183087174
European Vendors,LucaNet,Performance satisfaction,8.326880504
European Vendors,macs Software,Performance satisfaction,5.373241049
European Vendors,SAP Analytics Cloud,Performance satisfaction,3.961690727
European Vendors,SAP BPC,Performance satisfaction,3.455940355
European Vendors,Unit4 FP&A,Performance satisfaction,1.31136697
European Vendors,Valsight,Performance satisfaction,10
European Vendors,Peer Group Average,Performance satisfaction,5.523426707
European Vendors,Board,Customer experience,6.630537525
European Vendors,CCH Tagetik,Customer experience,6.145540569
European Vendors,Corporate Planning,Customer experience,6.366877338
European Vendors,Cubeware,Customer experience,5.005322157
European Vendors,cubus,Customer experience,9.369354247
European Vendors,evidanza,Customer experience,6.492602748
European Vendors,IDL,Customer experience,6.077067771
European Vendors,Jedox,Customer experience,6.762457451
European Vendors,LucaNet,Customer experience,5.817295377
European Vendors,macs Software,Customer experience,6.60046136
European Vendors,SAP Analytics Cloud,Customer experience,5.925271962
European Vendors,SAP BPC,Customer experience,1.491188071
European Vendors,Unit4 FP&A,Customer experience,6.749747834
European Vendors,Valsight,Customer experience,8.667310712
European Vendors,Peer Group Average,Customer experience,6.29293108
European Vendors,Board,Considered for purchase,7.413173653
European Vendors,CCH Tagetik,Considered for purchase,5.419161677
European Vendors,Corporate Planning,Considered for purchase,4.880239521
European Vendors,Cubeware,Considered for purchase,4.502994012
European Vendors,cubus,Considered for purchase,2.131736527
European Vendors,evidanza,Considered for purchase,1.538922156
European Vendors,IDL,Considered for purchase,1.97005988
European Vendors,Jedox,Considered for purchase,7.520958084
European Vendors,LucaNet,Considered for purchase,4.395209581
European Vendors,macs Software,Considered for purchase,1
European Vendors,SAP Analytics Cloud,Considered for purchase,6.550898204
European Vendors,SAP BPC,Considered for purchase,8.922155689
European Vendors,Unit4 FP&A,Considered for purchase,3.532934132
European Vendors,Valsight,Considered for purchase,1.700598802
European Vendors,Peer Group Average,Considered for purchase,4.391360137
European Vendors,Board,Competitive win rate,1
European Vendors,CCH Tagetik,Competitive win rate,3.026694561
European Vendors,Corporate Planning,Competitive win rate,1.06533246
European Vendors,Cubeware,Competitive win rate,2.44323257
European Vendors,cubus,Competitive win rate,9.234648875
European Vendors,evidanza,Competitive win rate,9.059754184
European Vendors,IDL,Competitive win rate,8.877640576
European Vendors,Jedox,Competitive win rate,2.760814169
European Vendors,LucaNet,Competitive win rate,2.853291669
European Vendors,macs Software,Competitive win rate,9.791779473
European Vendors,SAP Analytics Cloud,Competitive win rate,2.920502092
European Vendors,SAP BPC,Competitive win rate,2.014742801
European Vendors,Unit4 FP&A,Competitive win rate,2.603509648
European Vendors,Valsight,Competitive win rate,10
European Vendors,Peer Group Average,Competitive win rate,4.832281648
European Vendors,Board,Competitiveness,3.565269461
European Vendors,CCH Tagetik,Competitiveness,3.983681407
European Vendors,Corporate Planning,Competitiveness,2.591295284
European Vendors,Cubeware,Competitiveness,3.267137147
European Vendors,cubus,Competitiveness,6.393483936
European Vendors,evidanza,Competitiveness,6.051421373
European Vendors,IDL,Competitiveness,6.114608297
European Vendors,Jedox,Competitiveness,4.664871735
European Vendors,LucaNet,Competitiveness,3.470058834
European Vendors,macs Software,Competitiveness,6.275067684
European Vendors,SAP Analytics Cloud,Competitiveness,4.372660537
European Vendors,SAP BPC,Competitiveness,4.777707956
European Vendors,Unit4 FP&A,Competitiveness,2.975279442
European Vendors,Valsight,Competitiveness,6.680239521
European Vendors,Peer Group Average,Competitiveness,4.655913044
Financial Performance Management Products,Adaptive Insights,Business benefits,9.247684758
Financial Performance Management Products,CCH Tagetik,Business benefits,9.758297755
Financial Performance Management Products,Corporate Planning,Business benefits,8.684308595
Financial Performance Management Products,IDL,Business benefits,10
Financial Performance Management Products,Infor d/EPM,Business benefits,4.553530067
Financial Performance Management Products,Longview Pl. (On-Pr.),Business benefits,9.553780471
Financial Performance Management Products,LucaNet,Business benefits,7.427086754
Financial Performance Management Products,OneStream,Business benefits,9.483608852
Financial Performance Management Products,SAP BPC,Business benefits,1
Financial Performance Management Products,Unit4 FP&A,Business benefits,9.385321331
Financial Performance Management Products,Peer Group Average,Business benefits,7.909361858
Financial Performance Management Products,Adaptive Insights,Project success,7.013018106
Financial Performance Management Products,CCH Tagetik,Project success,4.545820552
Financial Performance Management Products,Corporate Planning,Project success,6.858444605
Financial Performance Management Products,IDL,Project success,8.747872551
Financial Performance Management Products,Infor d/EPM,Project success,5.215002789
Financial Performance Management Products,Longview Pl. (On-Pr.),Project success,6.420542252
Financial Performance Management Products,LucaNet,Project success,7.939376816
Financial Performance Management Products,OneStream,Project success,9.329705126
Financial Performance Management Products,SAP BPC,Project success,1
Financial Performance Management Products,Unit4 FP&A,Project success,5.849414389
Financial Performance Management Products,Peer Group Average,Project success,6.291919719
Financial Performance Management Products,Adaptive Insights,Project length,7.063157895
Financial Performance Management Products,CCH Tagetik,Project length,1.505263158
Financial Performance Management Products,Corporate Planning,Project length,9.421052632
Financial Performance Management Products,IDL,Project length,5.872180451
Financial Performance Management Products,Infor d/EPM,Project length,5.042105263
Financial Performance Management Products,Longview Pl. (On-Pr.),Project length,4.929824561
Financial Performance Management Products,LucaNet,Project length,10
Financial Performance Management Products,OneStream,Project length,1
Financial Performance Management Products,SAP BPC,Project length,2.212631579
Financial Performance Management Products,Unit4 FP&A,Project length,2.421052632
Financial Performance Management Products,Peer Group Average,Project length,4.946726817
Financial Performance Management Products,Adaptive Insights,Business value,8.138708063
Financial Performance Management Products,CCH Tagetik,Business value,6.645299588
Financial Performance Management Products,Corporate Planning,Business value,8.198477938
Financial Performance Management Products,IDL,Business value,8.894654259
Financial Performance Management Products,Infor d/EPM,Business value,4.855450174
Financial Performance Management Products,Longview Pl. (On-Pr.),Business value,7.738708413
Financial Performance Management Products,LucaNet,Business value,8.026668983
Financial Performance Management Products,OneStream,Business value,8.018372801
Financial Performance Management Products,SAP BPC,Business value,1.202105263
Financial Performance Management Products,Unit4 FP&A,Business value,7.045974234
Financial Performance Management Products,Peer Group Average,Business value,6.876441971
Financial Performance Management Products,Adaptive Insights,Price-to-value,6.500982831
Financial Performance Management Products,CCH Tagetik,Price-to-value,7.187731291
Financial Performance Management Products,Corporate Planning,Price-to-value,4.610318305
Financial Performance Management Products,IDL,Price-to-value,7.488872327
Financial Performance Management Products,Infor d/EPM,Price-to-value,5.567957536
Financial Performance Management Products,Longview Pl. (On-Pr.),Price-to-value,7.037160773
Financial Performance Management Products,LucaNet,Price-to-value,7.126689189
Financial Performance Management Products,OneStream,Price-to-value,10
Financial Performance Management Products,SAP BPC,Price-to-value,1
Financial Performance Management Products,Unit4 FP&A,Price-to-value,6.444004187
Financial Performance Management Products,Peer Group Average,Price-to-value,6.296371644
Financial Performance Management Products,Adaptive Insights,Recommendation,9.121301775
Financial Performance Management Products,CCH Tagetik,Recommendation,7.323964497
Financial Performance Management Products,Corporate Planning,Recommendation,6.795335886
Financial Performance Management Products,IDL,Recommendation,8.644588662
Financial Performance Management Products,Infor d/EPM,Recommendation,3.662721893
Financial Performance Management Products,Longview Pl. (On-Pr.),Recommendation,7.323964497
Financial Performance Management Products,LucaNet,Recommendation,7.166303332
Financial Performance Management Products,OneStream,Recommendation,10
Financial Performance Management Products,SAP BPC,Recommendation,1
Financial Performance Management Products,Unit4 FP&A,Recommendation,5.115115654
Financial Performance Management Products,Peer Group Average,Recommendation,6.61532962
Financial Performance Management Products,Adaptive Insights,Vendor support,5.948452252
Financial Performance Management Products,CCH Tagetik,Vendor support,5.251440881
Financial Performance Management Products,Corporate Planning,Vendor support,6.080802706
Financial Performance Management Products,IDL,Vendor support,7.679561957
Financial Performance Management Products,Infor d/EPM,Vendor support,2.071751839
Financial Performance Management Products,Longview Pl. (On-Pr.),Vendor support,5.917168079
Financial Performance Management Products,LucaNet,Vendor support,5.899175452
Financial Performance Management Products,OneStream,Vendor support,9.245804071
Financial Performance Management Products,SAP BPC,Vendor support,2.202832996
Financial Performance Management Products,Unit4 FP&A,Vendor support,5.582863512
Financial Performance Management Products,Peer Group Average,Vendor support,5.587985374
Financial Performance Management Products,Adaptive Insights,Implementer support,6.203622951
Financial Performance Management Products,CCH Tagetik,Implementer support,4.054467213
Financial Performance Management Products,Corporate Planning,Implementer support,4.252983607
Financial Performance Management Products,IDL,Implementer support,7.87375
Financial Performance Management Products,Infor d/EPM,Implementer support,5.659076006
Financial Performance Management Products,Longview Pl. (On-Pr.),Implementer support,7.434007914
Financial Performance Management Products,LucaNet,Implementer support,8.096721311
Financial Performance Management Products,OneStream,Implementer support,8.159830777
Financial Performance Management Products,SAP BPC,Implementer support,1
Financial Performance Management Products,Unit4 FP&A,Implementer support,6.622929667
Financial Performance Management Products,Peer Group Average,Implementer support,5.935738945
Financial Performance Management Products,Adaptive Insights,Product satisfaction,7.450293157
Financial Performance Management Products,CCH Tagetik,Product satisfaction,6.867690482
Financial Performance Management Products,Corporate Planning,Product satisfaction,7.740681961
Financial Performance Management Products,IDL,Product satisfaction,9.496641964
Financial Performance Management Products,Infor d/EPM,Product satisfaction,4.323543886
Financial Performance Management Products,Longview Pl. (On-Pr.),Product satisfaction,7.927751563
Financial Performance Management Products,LucaNet,Product satisfaction,6.661114476
Financial Performance Management Products,OneStream,Product satisfaction,10
Financial Performance Management Products,SAP BPC,Product satisfaction,1.784271134
Financial Performance Management Products,Unit4 FP&A,Product satisfaction,7.214619563
Financial Performance Management Products,Peer Group Average,Product satisfaction,6.946660819
Financial Performance Management Products,Adaptive Insights,Customer satisfaction,7.147852555
Financial Performance Management Products,CCH Tagetik,Customer satisfaction,6.06241837
Financial Performance Management Products,Corporate Planning,Customer satisfaction,5.834047035
Financial Performance Management Products,IDL,Customer satisfaction,8.240430707
Financial Performance Management Products,Infor d/EPM,Customer satisfaction,4.324325018
Financial Performance Management Products,Longview Pl. (On-Pr.),Customer satisfaction,7.169839839
Financial Performance Management Products,LucaNet,Customer satisfaction,7.096919347
Financial Performance Management Products,OneStream,Customer satisfaction,9.414258373
Financial Performance Management Products,SAP BPC,Customer satisfaction,1.331184022
Financial Performance Management Products,Unit4 FP&A,Customer satisfaction,6.141425874
Financial Performance Management Products,Peer Group Average,Customer satisfaction,6.276270114
Financial Performance Management Products,Adaptive Insights,Predefined data connectivity,4.397959184
Financial Performance Management Products,CCH Tagetik,Predefined data connectivity,7.230548469
Financial Performance Management Products,Corporate Planning,Predefined data connectivity,9.025155517
Financial Performance Management Products,IDL,Predefined data connectivity,7.230548469
Financial Performance Management Products,Infor d/EPM,Predefined data connectivity,4.992028061
Financial Performance Management Products,Longview Pl. (On-Pr.),Predefined data connectivity,8.909438776
Financial Performance Management Products,LucaNet,Predefined data connectivity,10
Financial Performance Management Products,OneStream,Predefined data connectivity,5.659973667
Financial Performance Management Products,SAP BPC,Predefined data connectivity,8.942520358
Financial Performance Management Products,Unit4 FP&A,Predefined data connectivity,7.042911006
Financial Performance Management Products,Peer Group Average,Predefined data connectivity,7.343108351
Financial Performance Management Products,Adaptive Insights,Data integration,5.706360947
Financial Performance Management Products,CCH Tagetik,Data integration,5.954380607
Financial Performance Management Products,Corporate Planning,Data integration,7.666202576
Financial Performance Management Products,IDL,Data integration,7.406311637
Financial Performance Management Products,Infor d/EPM,Data integration,4.270853216
Financial Performance Management Products,Longview Pl. (On-Pr.),Data integration,9.080931475
Financial Performance Management Products,LucaNet,Data integration,7.891412122
Financial Performance Management Products,OneStream,Data integration,9.946745562
Financial Performance Management Products,SAP BPC,Data integration,2.902468884
Financial Performance Management Products,Unit4 FP&A,Data integration,5.224852071
Financial Performance Management Products,Peer Group Average,Data integration,6.60505191
Financial Performance Management Products,Adaptive Insights,Planning content,7.075844806
Financial Performance Management Products,CCH Tagetik,Planning content,7.407528642
Financial Performance Management Products,Corporate Planning,Planning content,7.980809345
Financial Performance Management Products,IDL,Planning content,8.225682103
Financial Performance Management Products,Infor d/EPM,Planning content,1
Financial Performance Management Products,Longview Pl. (On-Pr.),Planning content,4.451216194
Financial Performance Management Products,LucaNet,Planning content,7.486500983
Financial Performance Management Products,OneStream,Planning content,10
Financial Performance Management Products,SAP BPC,Planning content,2.657488527
Financial Performance Management Products,Unit4 FP&A,Planning content,6.802074021
Financial Performance Management Products,Peer Group Average,Planning content,6.308714462
Financial Performance Management Products,Adaptive Insights,Planning functionality,7.733362331
Financial Performance Management Products,CCH Tagetik,Planning functionality,6.975859069
Financial Performance Management Products,Corporate Planning,Planning functionality,8.238364506
Financial Performance Management Products,IDL,Planning functionality,7.565028273
Financial Performance Management Products,Infor d/EPM,Planning functionality,3.503969117
Financial Performance Management Products,Longview Pl. (On-Pr.),Planning functionality,5.794805596
Financial Performance Management Products,LucaNet,Planning functionality,3.447318232
Financial Performance Management Products,OneStream,Planning functionality,9.052884143
Financial Performance Management Products,SAP BPC,Planning functionality,1
Financial Performance Management Products,Unit4 FP&A,Planning functionality,9.003519317
Financial Performance Management Products,Peer Group Average,Planning functionality,6.231511058
Financial Performance Management Products,Adaptive Insights,Workflow,5.951763937
Financial Performance Management Products,CCH Tagetik,Workflow,8.814634146
Financial Performance Management Products,Corporate Planning,Workflow,4.554090592
Financial Performance Management Products,IDL,Workflow,7.655320289
Financial Performance Management Products,Infor d/EPM,Workflow,2.809648888
Financial Performance Management Products,Longview Pl. (On-Pr.),Workflow,6.023944251
Financial Performance Management Products,LucaNet,Workflow,4.535001584
Financial Performance Management Products,OneStream,Workflow,10
Financial Performance Management Products,SAP BPC,Workflow,3.72195122
Financial Performance Management Products,Unit4 FP&A,Workflow,6.055052265
Financial Performance Management Products,Peer Group Average,Workflow,6.012140717
Financial Performance Management Products,Adaptive Insights,Forecasting,8.708160729
Financial Performance Management Products,CCH Tagetik,Forecasting,7.718309859
Financial Performance Management Products,Corporate Planning,Forecasting,6.443247722
Financial Performance Management Products,IDL,Forecasting,6.423889491
Financial Performance Management Products,Infor d/EPM,Forecasting,2.124488869
Financial Performance Management Products,Longview Pl. (On-Pr.),Forecasting,4.752112676
Financial Performance Management Products,LucaNet,Forecasting,6.361629235
Financial Performance Management Products,OneStream,Forecasting,10
Financial Performance Management Products,SAP BPC,Forecasting,1
Financial Performance Management Products,Unit4 FP&A,Forecasting,5.808634415
Financial Performance Management Products,Peer Group Average,Forecasting,5.9340473
Financial Performance Management Products,Adaptive Insights,Simulation,7.176470588
Financial Performance Management Products,CCH Tagetik,Simulation,8.533936652
Financial Performance Management Products,Corporate Planning,Simulation,7.176470588
Financial Performance Management Products,IDL,Simulation,6.904977376
Financial Performance Management Products,Infor d/EPM,Simulation,3.142857143
Financial Performance Management Products,Longview Pl. (On-Pr.),Simulation,4.721227621
Financial Performance Management Products,LucaNet,Simulation,4.892733564
Financial Performance Management Products,OneStream,Simulation,9.764705882
Financial Performance Management Products,SAP BPC,Simulation,1
Financial Performance Management Products,Unit4 FP&A,Simulation,6.840336134
Financial Performance Management Products,Peer Group Average,Simulation,6.015371555
Financial Performance Management Products,Adaptive Insights,Driver-based planning,8.446043165
Financial Performance Management Products,CCH Tagetik,Driver-based planning,8.688848921
Financial Performance Management Products,Corporate Planning,Driver-based planning,2.585214587
Financial Performance Management Products,IDL,Driver-based planning,1
Financial Performance Management Products,Infor d/EPM,Driver-based planning,3.814056447
Financial Performance Management Products,Longview Pl. (On-Pr.),Driver-based planning,7.669064748
Financial Performance Management Products,LucaNet,Driver-based planning,3.060170046
Financial Performance Management Products,OneStream,Driver-based planning,8.47737294
Financial Performance Management Products,SAP BPC,Driver-based planning,4.318345324
Financial Performance Management Products,Unit4 FP&A,Driver-based planning,3.772032374
Financial Performance Management Products,Peer Group Average,Driver-based planning,5.183114855
Financial Performance Management Products,Adaptive Insights,Reporting/analysis,7.621217645
Financial Performance Management Products,CCH Tagetik,Reporting/analysis,5.129443128
Financial Performance Management Products,Corporate Planning,Reporting/analysis,7.188711762
Financial Performance Management Products,IDL,Reporting/analysis,8.848341232
Financial Performance Management Products,Infor d/EPM,Reporting/analysis,7.246751261
Financial Performance Management Products,Longview Pl. (On-Pr.),Reporting/analysis,10
Financial Performance Management Products,LucaNet,Reporting/analysis,6.669704703
Financial Performance Management Products,OneStream,Reporting/analysis,8.922641798
Financial Performance Management Products,SAP BPC,Reporting/analysis,1
Financial Performance Management Products,Unit4 FP&A,Reporting/analysis,8.376481043
Financial Performance Management Products,Peer Group Average,Reporting/analysis,7.100329257
Financial Performance Management Products,Adaptive Insights,Legal consolidation,5.136376346
Financial Performance Management Products,CCH Tagetik,Legal consolidation,8.355305466
Financial Performance Management Products,Corporate Planning,Legal consolidation,6.045269927
Financial Performance Management Products,IDL,Legal consolidation,9.459065051
Financial Performance Management Products,Infor d/EPM,Legal consolidation,1.872422924
Financial Performance Management Products,LucaNet,Legal consolidation,8.958199357
Financial Performance Management Products,OneStream,Legal consolidation,10
Financial Performance Management Products,SAP BPC,Legal consolidation,3.09807074
Financial Performance Management Products,Peer Group Average,Legal consolidation,6.615588726
Financial Performance Management Products,Adaptive Insights,Functionality,6.795355968
Financial Performance Management Products,CCH Tagetik,Functionality,7.480879496
Financial Performance Management Products,Corporate Planning,Functionality,6.690353712
Financial Performance Management Products,IDL,Functionality,7.071916392
Financial Performance Management Products,Infor d/EPM,Functionality,3.477707593
Financial Performance Management Products,Longview Pl. (On-Pr.),Functionality,6.822526815
Financial Performance Management Products,LucaNet,Functionality,6.330266983
Financial Performance Management Products,OneStream,Functionality,9.182432399
Financial Performance Management Products,SAP BPC,Functionality,2.964084505
Financial Performance Management Products,Unit4 FP&A,Functionality,6.547321405
Financial Performance Management Products,Peer Group Average,Functionality,6.336284527
Financial Performance Management Products,Adaptive Insights,Self-service,4.604012805
Financial Performance Management Products,CCH Tagetik,Self-service,5.535063424
Financial Performance Management Products,Corporate Planning,Self-service,4.344040635
Financial Performance Management Products,IDL,Self-service,3.228147896
Financial Performance Management Products,Infor d/EPM,Self-service,6.18427907
Financial Performance Management Products,Longview Pl. (On-Pr.),Self-service,6.115045737
Financial Performance Management Products,LucaNet,Self-service,2.600484932
Financial Performance Management Products,OneStream,Self-service,6.975623962
Financial Performance Management Products,SAP BPC,Self-service,1
Financial Performance Management Products,Unit4 FP&A,Self-service,6.986037591
Financial Performance Management Products,Peer Group Average,Self-service,4.757273605
Financial Performance Management Products,Adaptive Insights,Flexibility,7.460343179
Financial Performance Management Products,CCH Tagetik,Flexibility,7.924233648
Financial Performance Management Products,Corporate Planning,Flexibility,7.984814016
Financial Performance Management Products,IDL,Flexibility,6.766790401
Financial Performance Management Products,Infor d/EPM,Flexibility,8.738259669
Financial Performance Management Products,Longview Pl. (On-Pr.),Flexibility,9.079981008
Financial Performance Management Products,LucaNet,Flexibility,5.017743306
Financial Performance Management Products,OneStream,Flexibility,9.320709321
Financial Performance Management Products,SAP BPC,Flexibility,1
Financial Performance Management Products,Unit4 FP&A,Flexibility,9.694123556
Financial Performance Management Products,Peer Group Average,Flexibility,7.29869981
Financial Performance Management Products,Adaptive Insights,Ease of use,7.299028759
Financial Performance Management Products,CCH Tagetik,Ease of use,7.449094007
Financial Performance Management Products,Corporate Planning,Ease of use,8.371560423
Financial Performance Management Products,IDL,Ease of use,6.935539105
Financial Performance Management Products,Infor d/EPM,Ease of use,4.672520418
Financial Performance Management Products,Longview Pl. (On-Pr.),Ease of use,7.369832299
Financial Performance Management Products,LucaNet,Ease of use,7.023011514
Financial Performance Management Products,OneStream,Ease of use,10
Financial Performance Management Products,SAP BPC,Ease of use,1
Financial Performance Management Products,Unit4 FP&A,Ease of use,7.811416091
Financial Performance Management Products,Peer Group Average,Ease of use,6.793200262
Financial Performance Management Products,Adaptive Insights,Sales experience,5.649531383
Financial Performance Management Products,CCH Tagetik,Sales experience,5.501789264
Financial Performance Management Products,Corporate Planning,Sales experience,3.774444244
Financial Performance Management Products,IDL,Sales experience,6.158300199
Financial Performance Management Products,Infor d/EPM,Sales experience,1.400957889
Financial Performance Management Products,Longview Pl. (On-Pr.),Sales experience,3.81361829
Financial Performance Management Products,LucaNet,Sales experience,6.01325381
Financial Performance Management Products,OneStream,Sales experience,10
Financial Performance Management Products,Unit4 FP&A,Sales experience,5.135798115
Financial Performance Management Products,Peer Group Average,Sales experience,5.27196591
Financial Performance Management Products,Adaptive Insights,Performance satisfaction,4.829422162
Financial Performance Management Products,CCH Tagetik,Performance satisfaction,2.45452359
Financial Performance Management Products,Corporate Planning,Performance satisfaction,4.252000942
Financial Performance Management Products,IDL,Performance satisfaction,6.563080486
Financial Performance Management Products,Infor d/EPM,Performance satisfaction,3.972938243
Financial Performance Management Products,Longview Pl. (On-Pr.),Performance satisfaction,4.623794499
Financial Performance Management Products,LucaNet,Performance satisfaction,8.326880504
Financial Performance Management Products,OneStream,Performance satisfaction,8.206270536
Financial Performance Management Products,SAP BPC,Performance satisfaction,3.455940355
Financial Performance Management Products,Unit4 FP&A,Performance satisfaction,1.31136697
Financial Performance Management Products,Peer Group Average,Performance satisfaction,4.799621829
Financial Performance Management Products,Adaptive Insights,Customer experience,6.254047012
Financial Performance Management Products,CCH Tagetik,Customer experience,6.145540569
Financial Performance Management Products,Corporate Planning,Customer experience,6.366877338
Financial Performance Management Products,IDL,Customer experience,6.077067771
Financial Performance Management Products,Infor d/EPM,Customer experience,5.631612071
